"species" "ID" "n"
"15010" "BrookTrout" "54903_32" 1
"15011" "BrookTrout" "54904_10" 1
"15012" "BrookTrout" "54904_12" 1
"15013" "BrookTrout" "54908_19" 1
"15014" "BrookTrout" "54909_54" 1
"15015" "BrookTrout" "54914_57" 1
"15016" "BrookTrout" "54919_10" 1
"15017" "BrookTrout" "54919_15" 1
"15018" "BrookTrout" "54919_64" 1
"15019" "BrookTrout" "54922_62" 1
"15020" "BrookTrout" "54923_16" 1
"15021" "BrookTrout" "54923_27" 1
"15022" "BrookTrout" "54923_28" 1
"15023" "BrookTrout" "54923_31" 1
"15024" "BrookTrout" "54923_48" 1
"15025" "BrookTrout" "54925_34" 1
"15026" "BrookTrout" "54934_27" 1
"15027" "BrookTrout" "54938_35" 1
"15028" "BrookTrout" "54946_49" 1
"15029" "BrookTrout" "54950_21" 1
"15030" "BrookTrout" "54955_63" 1
"15031" "BrookTrout" "54959_49" 1
"15032" "BrookTrout" "54965_60" 1
"15033" "BrookTrout" "54979_45" 1
"15034" "BrookTrout" "54988_6" 1
"15035" "BrookTrout" "54997_65" 1
"15036" "BrookTrout" "550_19" 1
"15037" "BrookTrout" "55002_56" 1
"15038" "BrookTrout" "5501_27" 1
"15039" "BrookTrout" "55010_10" 1
"15040" "BrookTrout" "55030_15" 1
"15041" "BrookTrout" "55035_18" 1
"15042" "BrookTrout" "5504_34" 1
"15043" "BrookTrout" "5504_59" 1
"15044" "BrookTrout" "55040_55" 1
"15045" "BrookTrout" "55041_39" 1
"15046" "BrookTrout" "55050_16" 1
"15047" "BrookTrout" "55050_46" 1
"15048" "BrookTrout" "55056_63" 1
"15049" "BrookTrout" "5506_55" 1
"15050" "BrookTrout" "55061_16" 1
"15051" "BrookTrout" "55061_34" 1
"15052" "BrookTrout" "55062_10" 1
"15053" "BrookTrout" "55068_65" 1
"15054" "BrookTrout" "55073_51" 1
"15055" "BrookTrout" "55074_62" 1
"15056" "BrookTrout" "55079_25" 1
"15057" "BrookTrout" "5508_65" 1
"15058" "BrookTrout" "55081_31" 1
"15059" "BrookTrout" "55082_18" 1
"15060" "BrookTrout" "55082_43" 1
"15061" "BrookTrout" "55086_23" 1
"15062" "BrookTrout" "5509_25" 1
"15063" "BrookTrout" "5509_8" 1
"15064" "BrookTrout" "55096_11" 1
"15065" "BrookTrout" "551_14" 1
"15066" "BrookTrout" "55101_20" 1
"15067" "BrookTrout" "55106_27" 1
"15068" "BrookTrout" "55121_12" 1
"15069" "BrookTrout" "55122_38" 1
"15070" "BrookTrout" "55127_29" 1
"15071" "BrookTrout" "55133_17" 1
"15072" "BrookTrout" "55135_43" 1
"15073" "BrookTrout" "55142_21" 1
"15074" "BrookTrout" "55142_40" 1
"15075" "BrookTrout" "55147_29" 1
"15076" "BrookTrout" "55147_34" 1
"15077" "BrookTrout" "55147_36" 1
"15078" "BrookTrout" "55148_64" 1
"15079" "BrookTrout" "55151_40" 1
"15080" "BrookTrout" "55152_12" 1
"15081" "BrookTrout" "55152_44" 1
"15082" "BrookTrout" "55155_29" 1
"15083" "BrookTrout" "55157_30" 1
"15084" "BrookTrout" "55157_37" 1
"15085" "BrookTrout" "55158_14" 1
"15086" "BrookTrout" "55159_9" 1
"15087" "BrookTrout" "55160_34" 1
"15088" "BrookTrout" "55160_52" 1
"15089" "BrookTrout" "55168_59" 1
"15090" "BrookTrout" "55171_44" 1
"15091" "BrookTrout" "55172_44" 1
"15092" "BrookTrout" "5518_59" 1
"15093" "BrookTrout" "55181_48" 1
"15094" "BrookTrout" "55184_6" 1
"15095" "BrookTrout" "5519_57" 1
"15096" "BrookTrout" "55190_61" 1
"15097" "BrookTrout" "55206_38" 1
"15098" "BrookTrout" "55206_64" 1
"15099" "BrookTrout" "55209_24" 1
"15100" "BrookTrout" "55213_50" 1
"15101" "BrookTrout" "55215_34" 1
"15102" "BrookTrout" "55215_36" 1
"15103" "BrookTrout" "55215_9" 1
"15104" "BrookTrout" "55217_42" 1
"15105" "BrookTrout" "55219_7" 1
"15106" "BrookTrout" "55225_13" 1
"15107" "BrookTrout" "55238_20" 1
"15108" "BrookTrout" "55241_40" 1
"15109" "BrookTrout" "55241_65" 1
"15110" "BrookTrout" "55243_27" 1
"15111" "BrookTrout" "55243_41" 1
"15112" "BrookTrout" "55251_29" 1
"15113" "BrookTrout" "55251_44" 1
"15114" "BrookTrout" "55251_63" 1
"15115" "BrookTrout" "55257_36" 1
"15116" "BrookTrout" "55259_50" 1
"15117" "BrookTrout" "5526_29" 1
"15118" "BrookTrout" "55261_57" 1
"15119" "BrookTrout" "55264_18" 1
"15120" "BrookTrout" "55273_52" 1
"15121" "BrookTrout" "55276_33" 1
"15122" "BrookTrout" "5528_50" 1
"15123" "BrookTrout" "55287_35" 1
"15124" "BrookTrout" "5529_24" 1
"15125" "BrookTrout" "5529_46" 1
"15126" "BrookTrout" "5529_47" 1
"15127" "BrookTrout" "55291_23" 1
"15128" "BrookTrout" "55294_54" 1
"15129" "BrookTrout" "55295_61" 1
"15130" "BrookTrout" "55295_63" 1
"15131" "BrookTrout" "55295_64" 1
"15132" "BrookTrout" "55295_65" 1
"15133" "BrookTrout" "5531_49" 1
"15134" "BrookTrout" "55317_14" 1
"15135" "BrookTrout" "55323_48" 1
"15136" "BrookTrout" "55333_57" 1
"15137" "BrookTrout" "55340_10" 1
"15138" "BrookTrout" "55340_20" 1
"15139" "BrookTrout" "55340_25" 1
"15140" "BrookTrout" "55340_32" 1
"15141" "BrookTrout" "55340_50" 1
"15142" "BrookTrout" "55340_56" 1
"15143" "BrookTrout" "55340_60" 1
"15144" "BrookTrout" "55340_62" 1
"15145" "BrookTrout" "55343_7" 1
"15146" "BrookTrout" "55348_17" 1
"15147" "BrookTrout" "55366_10" 1
"15148" "BrookTrout" "55368_51" 1
"15149" "BrookTrout" "55376_23" 1
"15150" "BrookTrout" "55376_55" 1
"15151" "BrookTrout" "55376_63" 1
"15152" "BrookTrout" "55376_65" 1
"15153" "BrookTrout" "5538_25" 1
"15154" "BrookTrout" "5538_63" 1
"15155" "BrookTrout" "55380_15" 1
"15156" "BrookTrout" "55381_38" 1
"15157" "BrookTrout" "55382_54" 1
"15158" "BrookTrout" "55385_53" 1
"15159" "BrookTrout" "55391_36" 1
"15160" "BrookTrout" "55399_59" 1
"15161" "BrookTrout" "5540_14" 1
"15162" "BrookTrout" "5540_60" 1
"15163" "BrookTrout" "55401_13" 1
"15164" "BrookTrout" "55413_20" 1
"15165" "BrookTrout" "55417_65" 1
"15166" "BrookTrout" "55419_6" 1
"15167" "BrookTrout" "55421_60" 1
"15168" "BrookTrout" "55422_19" 1
"15169" "BrookTrout" "55423_49" 1
"15170" "BrookTrout" "55426_16" 1
"15171" "BrookTrout" "55428_60" 1
"15172" "BrookTrout" "55433_33" 1
"15173" "BrookTrout" "55455_29" 1
"15174" "BrookTrout" "55458_30" 1
"15175" "BrookTrout" "55459_23" 1
"15176" "BrookTrout" "55473_31" 1
"15177" "BrookTrout" "5548_44" 1
"15178" "BrookTrout" "5548_59" 1
"15179" "BrookTrout" "5548_6" 1
"15180" "BrookTrout" "55489_60" 1
"15181" "BrookTrout" "55489_61" 1
"15182" "BrookTrout" "5549_28" 1
"15183" "BrookTrout" "55491_54" 1
"15184" "BrookTrout" "55497_28" 1
"15185" "BrookTrout" "55500_27" 1
"15186" "BrookTrout" "55502_25" 1
"15187" "BrookTrout" "55504_44" 1
"15188" "BrookTrout" "55511_9" 1
"15189" "BrookTrout" "55512_31" 1
"15190" "BrookTrout" "55516_50" 1
"15191" "BrookTrout" "55517_54" 1
"15192" "BrookTrout" "55517_60" 1
"15193" "BrookTrout" "55518_11" 1
"15194" "BrookTrout" "55520_8" 1
"15195" "BrookTrout" "55530_17" 1
"15196" "BrookTrout" "55533_54" 1
"15197" "BrookTrout" "55536_16" 1
"15198" "BrookTrout" "55548_18" 1
"15199" "BrookTrout" "55550_39" 1
"15200" "BrookTrout" "55551_28" 1
"15201" "BrookTrout" "55566_32" 1
"15202" "BrookTrout" "55566_46" 1
"15203" "BrookTrout" "55566_9" 1
"15204" "BrookTrout" "55572_26" 1
"15205" "BrookTrout" "55574_53" 1
"15206" "BrookTrout" "55576_64" 1
"15207" "BrookTrout" "55579_56" 1
"15208" "BrookTrout" "55581_64" 1
"15209" "BrookTrout" "55585_23" 1
"15210" "BrookTrout" "55590_6" 1
"15211" "BrookTrout" "55593_35" 1
"15212" "BrookTrout" "55595_26" 1
"15213" "BrookTrout" "55595_8" 1
"15214" "BrookTrout" "55595_9" 1
"15215" "BrookTrout" "55600_31" 1
"15216" "BrookTrout" "55605_15" 1
"15217" "BrookTrout" "55609_13" 1
"15218" "BrookTrout" "55609_7" 1
"15219" "BrookTrout" "55610_15" 1
"15220" "BrookTrout" "55622_28" 1
"15221" "BrookTrout" "55623_21" 1
"15222" "BrookTrout" "55624_14" 1
"15223" "BrookTrout" "55626_27" 1
"15224" "BrookTrout" "55630_62" 1
"15225" "BrookTrout" "55639_46" 1
"15226" "BrookTrout" "55650_37" 1
"15227" "BrookTrout" "55650_44" 1
"15228" "BrookTrout" "55650_9" 1
"15229" "BrookTrout" "55653_15" 1
"15230" "BrookTrout" "55658_16" 1
"15231" "BrookTrout" "55658_30" 1
"15232" "BrookTrout" "55658_61" 1
"15233" "BrookTrout" "55668_56" 1
"15234" "BrookTrout" "55674_27" 1
"15235" "BrookTrout" "55679_35" 1
"15236" "BrookTrout" "55679_45" 1
"15237" "BrookTrout" "5568_32" 1
"15238" "BrookTrout" "55680_47" 1
"15239" "BrookTrout" "55681_20" 1
"15240" "BrookTrout" "55681_30" 1
"15241" "BrookTrout" "55681_53" 1
"15242" "BrookTrout" "55683_34" 1
"15243" "BrookTrout" "55685_11" 1
"15244" "BrookTrout" "55685_34" 1
"15245" "BrookTrout" "55685_37" 1
"15246" "BrookTrout" "55685_42" 1
"15247" "BrookTrout" "55688_23" 1
"15248" "BrookTrout" "55688_36" 1
"15249" "BrookTrout" "55694_41" 1
"15250" "BrookTrout" "55695_38" 1
"15251" "BrookTrout" "55697_56" 1
"15252" "BrookTrout" "5570_64" 1
"15253" "BrookTrout" "55701_22" 1
"15254" "BrookTrout" "55714_35" 1
"15255" "BrookTrout" "55717_13" 1
"15256" "BrookTrout" "55719_47" 1
"15257" "BrookTrout" "55722_52" 1
"15258" "BrookTrout" "55723_60" 1
"15259" "BrookTrout" "55725_13" 1
"15260" "BrookTrout" "55729_34" 1
"15261" "BrookTrout" "55729_62" 1
"15262" "BrookTrout" "55729_9" 1
"15263" "BrookTrout" "55733_33" 1
"15264" "BrookTrout" "5574_31" 1
"15265" "BrookTrout" "5574_34" 1
"15266" "BrookTrout" "5574_46" 1
"15267" "BrookTrout" "5574_47" 1
"15268" "BrookTrout" "5575_17" 1
"15269" "BrookTrout" "55752_15" 1
"15270" "BrookTrout" "55752_8" 1
"15271" "BrookTrout" "55753_38" 1
"15272" "BrookTrout" "55760_28" 1
"15273" "BrookTrout" "55762_37" 1
"15274" "BrookTrout" "55767_63" 1
"15275" "BrookTrout" "55773_25" 1
"15276" "BrookTrout" "55773_62" 1
"15277" "BrookTrout" "55777_55" 1
"15278" "BrookTrout" "55780_41" 1
"15279" "BrookTrout" "55783_12" 1
"15280" "BrookTrout" "55783_13" 1
"15281" "BrookTrout" "55783_39" 1
"15282" "BrookTrout" "55786_21" 1
"15283" "BrookTrout" "55787_15" 1
"15284" "BrookTrout" "55787_49" 1
"15285" "BrookTrout" "55787_60" 1
"15286" "BrookTrout" "55793_21" 1
"15287" "BrookTrout" "55794_36" 1
"15288" "BrookTrout" "558_53" 1
"15289" "BrookTrout" "55800_52" 1
"15290" "BrookTrout" "55801_59" 1
"15291" "BrookTrout" "55803_38" 1
"15292" "BrookTrout" "55804_43" 1
"15293" "BrookTrout" "55808_7" 1
"15294" "BrookTrout" "55809_54" 1
"15295" "BrookTrout" "55813_38" 1
"15296" "BrookTrout" "55814_58" 1
"15297" "BrookTrout" "55829_20" 1
"15298" "BrookTrout" "5584_24" 1
"15299" "BrookTrout" "5584_27" 1
"15300" "BrookTrout" "5584_40" 1
"15301" "BrookTrout" "5584_44" 1
"15302" "BrookTrout" "5584_7" 1
"15303" "BrookTrout" "55843_58" 1
"15304" "BrookTrout" "55848_10" 1
"15305" "BrookTrout" "55855_36" 1
"15306" "BrookTrout" "55864_30" 1
"15307" "BrookTrout" "55867_23" 1
"15308" "BrookTrout" "55872_17" 1
"15309" "BrookTrout" "55879_27" 1
"15310" "BrookTrout" "55879_42" 1
"15311" "BrookTrout" "55880_38" 1
"15312" "BrookTrout" "55883_10" 1
"15313" "BrookTrout" "55883_64" 1
"15314" "BrookTrout" "55886_59" 1
"15315" "BrookTrout" "55891_20" 1
"15316" "BrookTrout" "55898_65" 1
"15317" "BrookTrout" "55900_8" 1
"15318" "BrookTrout" "55906_36" 1
"15319" "BrookTrout" "55921_62" 1
"15320" "BrookTrout" "5593_13" 1
"15321" "BrookTrout" "55933_28" 1
"15322" "BrookTrout" "55933_44" 1
"15323" "BrookTrout" "55938_51" 1
"15324" "BrookTrout" "55946_31" 1
"15325" "BrookTrout" "55946_46" 1
"15326" "BrookTrout" "55949_19" 1
"15327" "BrookTrout" "55952_48" 1
"15328" "BrookTrout" "55963_18" 1
"15329" "BrookTrout" "55965_33" 1
"15330" "BrookTrout" "55970_35" 1
"15331" "BrookTrout" "55977_15" 1
"15332" "BrookTrout" "55985_47" 1
"15333" "BrookTrout" "5599_34" 1
"15334" "BrookTrout" "5599_64" 1
"15335" "BrookTrout" "5599_65" 1
"15336" "BrookTrout" "55994_53" 1
"15337" "BrookTrout" "55999_17" 1
"15338" "BrookTrout" "56007_24" 1
"15339" "BrookTrout" "56007_59" 1
"15340" "BrookTrout" "56007_61" 1
"15341" "BrookTrout" "56007_65" 1
"15342" "BrookTrout" "5601_30" 1
"15343" "BrookTrout" "56010_52" 1
"15344" "BrookTrout" "56011_18" 1
"15345" "BrookTrout" "56018_26" 1
"15346" "BrookTrout" "56020_25" 1
"15347" "BrookTrout" "56020_28" 1
"15348" "BrookTrout" "56022_29" 1
"15349" "BrookTrout" "56022_36" 1
"15350" "BrookTrout" "56022_49" 1
"15351" "BrookTrout" "56022_8" 1
"15352" "BrookTrout" "5603_57" 1
"15353" "BrookTrout" "56030_36" 1
"15354" "BrookTrout" "56035_24" 1
"15355" "BrookTrout" "56035_6" 1
"15356" "BrookTrout" "56037_23" 1
"15357" "BrookTrout" "56039_43" 1
"15358" "BrookTrout" "56039_47" 1
"15359" "BrookTrout" "56042_59" 1
"15360" "BrookTrout" "56053_17" 1
"15361" "BrookTrout" "56055_58" 1
"15362" "BrookTrout" "56056_34" 1
"15363" "BrookTrout" "5606_36" 1
"15364" "BrookTrout" "56063_59" 1
"15365" "BrookTrout" "56067_32" 1
"15366" "BrookTrout" "56068_23" 1
"15367" "BrookTrout" "56071_15" 1
"15368" "BrookTrout" "56071_19" 1
"15369" "BrookTrout" "56074_61" 1
"15370" "BrookTrout" "56080_34" 1
"15371" "BrookTrout" "56081_43" 1
"15372" "BrookTrout" "56083_30" 1
"15373" "BrookTrout" "56087_35" 1
"15374" "BrookTrout" "56090_48" 1
"15375" "BrookTrout" "56102_27" 1
"15376" "BrookTrout" "56105_14" 1
"15377" "BrookTrout" "56106_30" 1
"15378" "BrookTrout" "56106_39" 1
"15379" "BrookTrout" "56115_32" 1
"15380" "BrookTrout" "56115_50" 1
"15381" "BrookTrout" "56120_38" 1
"15382" "BrookTrout" "56121_22" 1
"15383" "BrookTrout" "56121_24" 1
"15384" "BrookTrout" "56125_24" 1
"15385" "BrookTrout" "56126_17" 1
"15386" "BrookTrout" "56126_18" 1
"15387" "BrookTrout" "56131_28" 1
"15388" "BrookTrout" "56135_11" 1
"15389" "BrookTrout" "56135_58" 1
"15390" "BrookTrout" "56141_34" 1
"15391" "BrookTrout" "56147_7" 1
"15392" "BrookTrout" "5615_65" 1
"15393" "BrookTrout" "56151_53" 1
"15394" "BrookTrout" "56152_17" 1
"15395" "BrookTrout" "56152_18" 1
"15396" "BrookTrout" "56152_42" 1
"15397" "BrookTrout" "56160_16" 1
"15398" "BrookTrout" "56172_55" 1
"15399" "BrookTrout" "56172_63" 1
"15400" "BrookTrout" "56173_37" 1
"15401" "BrookTrout" "56173_50" 1
"15402" "BrookTrout" "56177_20" 1
"15403" "BrookTrout" "5618_58" 1
"15404" "BrookTrout" "5618_64" 1
"15405" "BrookTrout" "56180_33" 1
"15406" "BrookTrout" "56184_45" 1
"15407" "BrookTrout" "56187_32" 1
"15408" "BrookTrout" "56187_62" 1
"15409" "BrookTrout" "56189_7" 1
"15410" "BrookTrout" "56191_54" 1
"15411" "BrookTrout" "56192_27" 1
"15412" "BrookTrout" "56195_22" 1
"15413" "BrookTrout" "56202_10" 1
"15414" "BrookTrout" "56202_44" 1
"15415" "BrookTrout" "56202_9" 1
"15416" "BrookTrout" "56204_32" 1
"15417" "BrookTrout" "56209_58" 1
"15418" "BrookTrout" "56214_47" 1
"15419" "BrookTrout" "56216_57" 1
"15420" "BrookTrout" "56216_59" 1
"15421" "BrookTrout" "56216_61" 1
"15422" "BrookTrout" "56216_62" 1
"15423" "BrookTrout" "56216_65" 1
"15424" "BrookTrout" "56220_33" 1
"15425" "BrookTrout" "56220_54" 1
"15426" "BrookTrout" "56226_10" 1
"15427" "BrookTrout" "56249_40" 1
"15428" "BrookTrout" "56250_28" 1
"15429" "BrookTrout" "5626_15" 1
"15430" "BrookTrout" "5626_59" 1
"15431" "BrookTrout" "5626_61" 1
"15432" "BrookTrout" "56269_6" 1
"15433" "BrookTrout" "56274_61" 1
"15434" "BrookTrout" "56282_60" 1
"15435" "BrookTrout" "56282_62" 1
"15436" "BrookTrout" "56282_63" 1
"15437" "BrookTrout" "56282_65" 1
"15438" "BrookTrout" "5629_37" 1
"15439" "BrookTrout" "56299_10" 1
"15440" "BrookTrout" "56299_60" 1
"15441" "BrookTrout" "56299_61" 1
"15442" "BrookTrout" "56299_63" 1
"15443" "BrookTrout" "5630_27" 1
"15444" "BrookTrout" "56305_50" 1
"15445" "BrookTrout" "56311_57" 1
"15446" "BrookTrout" "56311_59" 1
"15447" "BrookTrout" "56312_60" 1
"15448" "BrookTrout" "56315_33" 1
"15449" "BrookTrout" "56316_50" 1
"15450" "BrookTrout" "56317_16" 1
"15451" "BrookTrout" "56318_33" 1
"15452" "BrookTrout" "5632_26" 1
"15453" "BrookTrout" "5632_30" 1
"15454" "BrookTrout" "56324_28" 1
"15455" "BrookTrout" "56324_56" 1
"15456" "BrookTrout" "56337_26" 1
"15457" "BrookTrout" "56337_64" 1
"15458" "BrookTrout" "56341_52" 1
"15459" "BrookTrout" "56343_37" 1
"15460" "BrookTrout" "56349_51" 1
"15461" "BrookTrout" "56353_49" 1
"15462" "BrookTrout" "56360_63" 1
"15463" "BrookTrout" "56360_64" 1
"15464" "BrookTrout" "56360_65" 1
"15465" "BrookTrout" "56366_64" 1
"15466" "BrookTrout" "56376_58" 1
"15467" "BrookTrout" "56381_33" 1
"15468" "BrookTrout" "56381_34" 1
"15469" "BrookTrout" "56381_36" 1
"15470" "BrookTrout" "56381_37" 1
"15471" "BrookTrout" "56381_38" 1
"15472" "BrookTrout" "56381_40" 1
"15473" "BrookTrout" "56381_42" 1
"15474" "BrookTrout" "56386_55" 1
"15475" "BrookTrout" "56386_59" 1
"15476" "BrookTrout" "56389_59" 1
"15477" "BrookTrout" "56392_61" 1
"15478" "BrookTrout" "56401_64" 1
"15479" "BrookTrout" "56401_65" 1
"15480" "BrookTrout" "56402_20" 1
"15481" "BrookTrout" "56403_64" 1
"15482" "BrookTrout" "5641_49" 1
"15483" "BrookTrout" "56411_45" 1
"15484" "BrookTrout" "56416_24" 1
"15485" "BrookTrout" "56423_58" 1
"15486" "BrookTrout" "56428_62" 1
"15487" "BrookTrout" "56436_23" 1
"15488" "BrookTrout" "5645_56" 1
"15489" "BrookTrout" "56450_33" 1
"15490" "BrookTrout" "56458_37" 1
"15491" "BrookTrout" "56463_58" 1
"15492" "BrookTrout" "56470_62" 1
"15493" "BrookTrout" "56479_11" 1
"15494" "BrookTrout" "56482_36" 1
"15495" "BrookTrout" "56486_12" 1
"15496" "BrookTrout" "56486_13" 1
"15497" "BrookTrout" "56490_14" 1
"15498" "BrookTrout" "56496_41" 1
"15499" "BrookTrout" "56505_20" 1
"15500" "BrookTrout" "56508_62" 1
"15501" "BrookTrout" "56511_14" 1
"15502" "BrookTrout" "56513_12" 1
"15503" "BrookTrout" "5652_37" 1
"15504" "BrookTrout" "56520_48" 1
"15505" "BrookTrout" "56521_14" 1
"15506" "BrookTrout" "56521_19" 1
"15507" "BrookTrout" "56526_60" 1
"15508" "BrookTrout" "56528_34" 1
"15509" "BrookTrout" "56532_61" 1
"15510" "BrookTrout" "56554_16" 1
"15511" "BrookTrout" "56560_48" 1
"15512" "BrookTrout" "56569_6" 1
"15513" "BrookTrout" "5657_16" 1
"15514" "BrookTrout" "56583_12" 1
"15515" "BrookTrout" "56585_59" 1
"15516" "BrookTrout" "56591_34" 1
"15517" "BrookTrout" "56591_46" 1
"15518" "BrookTrout" "56592_18" 1
"15519" "BrookTrout" "56592_23" 1
"15520" "BrookTrout" "56592_24" 1
"15521" "BrookTrout" "56596_28" 1
"15522" "BrookTrout" "56596_56" 1
"15523" "BrookTrout" "56598_30" 1
"15524" "BrookTrout" "5660_11" 1
"15525" "BrookTrout" "56609_58" 1
"15526" "BrookTrout" "56609_59" 1
"15527" "BrookTrout" "56609_62" 1
"15528" "BrookTrout" "56609_65" 1
"15529" "BrookTrout" "5661_49" 1
"15530" "BrookTrout" "56611_62" 1
"15531" "BrookTrout" "56615_55" 1
"15532" "BrookTrout" "56618_31" 1
"15533" "BrookTrout" "56624_61" 1
"15534" "BrookTrout" "56630_38" 1
"15535" "BrookTrout" "56639_7" 1
"15536" "BrookTrout" "56646_9" 1
"15537" "BrookTrout" "56649_28" 1
"15538" "BrookTrout" "56652_59" 1
"15539" "BrookTrout" "56652_61" 1
"15540" "BrookTrout" "56652_65" 1
"15541" "BrookTrout" "56657_6" 1
"15542" "BrookTrout" "5666_52" 1
"15543" "BrookTrout" "5666_65" 1
"15544" "BrookTrout" "56661_58" 1
"15545" "BrookTrout" "56663_58" 1
"15546" "BrookTrout" "56670_20" 1
"15547" "BrookTrout" "56670_25" 1
"15548" "BrookTrout" "56670_26" 1
"15549" "BrookTrout" "56670_38" 1
"15550" "BrookTrout" "56670_45" 1
"15551" "BrookTrout" "56670_59" 1
"15552" "BrookTrout" "56672_37" 1
"15553" "BrookTrout" "56672_61" 1
"15554" "BrookTrout" "56675_55" 1
"15555" "BrookTrout" "56679_11" 1
"15556" "BrookTrout" "5668_57" 1
"15557" "BrookTrout" "56680_24" 1
"15558" "BrookTrout" "56680_60" 1
"15559" "BrookTrout" "56680_61" 1
"15560" "BrookTrout" "56680_63" 1
"15561" "BrookTrout" "56680_64" 1
"15562" "BrookTrout" "56683_45" 1
"15563" "BrookTrout" "56690_9" 1
"15564" "BrookTrout" "56692_61" 1
"15565" "BrookTrout" "56692_62" 1
"15566" "BrookTrout" "56692_64" 1
"15567" "BrookTrout" "56694_65" 1
"15568" "BrookTrout" "56698_36" 1
"15569" "BrookTrout" "56702_53" 1
"15570" "BrookTrout" "56702_60" 1
"15571" "BrookTrout" "56704_52" 1
"15572" "BrookTrout" "56710_49" 1
"15573" "BrookTrout" "56711_38" 1
"15574" "BrookTrout" "56714_40" 1
"15575" "BrookTrout" "56715_8" 1
"15576" "BrookTrout" "56716_58" 1
"15577" "BrookTrout" "56716_59" 1
"15578" "BrookTrout" "56717_36" 1
"15579" "BrookTrout" "56717_39" 1
"15580" "BrookTrout" "56717_48" 1
"15581" "BrookTrout" "56723_29" 1
"15582" "BrookTrout" "56726_34" 1
"15583" "BrookTrout" "56726_39" 1
"15584" "BrookTrout" "5673_60" 1
"15585" "BrookTrout" "56731_50" 1
"15586" "BrookTrout" "56732_25" 1
"15587" "BrookTrout" "56735_11" 1
"15588" "BrookTrout" "56735_21" 1
"15589" "BrookTrout" "56735_44" 1
"15590" "BrookTrout" "56735_58" 1
"15591" "BrookTrout" "5674_17" 1
"15592" "BrookTrout" "5674_20" 1
"15593" "BrookTrout" "5674_40" 1
"15594" "BrookTrout" "5674_49" 1
"15595" "BrookTrout" "5674_6" 1
"15596" "BrookTrout" "56748_65" 1
"15597" "BrookTrout" "5675_22" 1
"15598" "BrookTrout" "56753_31" 1
"15599" "BrookTrout" "56754_14" 1
"15600" "BrookTrout" "56758_59" 1
"15601" "BrookTrout" "56762_20" 1
"15602" "BrookTrout" "56763_21" 1
"15603" "BrookTrout" "5677_16" 1
"15604" "BrookTrout" "5677_18" 1
"15605" "BrookTrout" "5677_30" 1
"15606" "BrookTrout" "56770_11" 1
"15607" "BrookTrout" "56774_12" 1
"15608" "BrookTrout" "56774_13" 1
"15609" "BrookTrout" "56774_62" 1
"15610" "BrookTrout" "56777_32" 1
"15611" "BrookTrout" "56777_35" 1
"15612" "BrookTrout" "56777_65" 1
"15613" "BrookTrout" "5678_19" 1
"15614" "BrookTrout" "56784_35" 1
"15615" "BrookTrout" "56785_9" 1
"15616" "BrookTrout" "56786_56" 1
"15617" "BrookTrout" "56786_59" 1
"15618" "BrookTrout" "56787_49" 1
"15619" "BrookTrout" "56788_44" 1
"15620" "BrookTrout" "56788_7" 1
"15621" "BrookTrout" "56790_39" 1
"15622" "BrookTrout" "56800_7" 1
"15623" "BrookTrout" "56805_19" 1
"15624" "BrookTrout" "56819_18" 1
"15625" "BrookTrout" "56820_9" 1
"15626" "BrookTrout" "56827_41" 1
"15627" "BrookTrout" "56829_20" 1
"15628" "BrookTrout" "56836_37" 1
"15629" "BrookTrout" "56836_53" 1
"15630" "BrookTrout" "56837_25" 1
"15631" "BrookTrout" "56837_49" 1
"15632" "BrookTrout" "56840_49" 1
"15633" "BrookTrout" "56844_51" 1
"15634" "BrookTrout" "56850_48" 1
"15635" "BrookTrout" "56852_53" 1
"15636" "BrookTrout" "56856_43" 1
"15637" "BrookTrout" "56857_12" 1
"15638" "BrookTrout" "56857_60" 1
"15639" "BrookTrout" "56869_24" 1
"15640" "BrookTrout" "56869_59" 1
"15641" "BrookTrout" "56883_63" 1
"15642" "BrookTrout" "56887_13" 1
"15643" "BrookTrout" "56887_54" 1
"15644" "BrookTrout" "56890_63" 1
"15645" "BrookTrout" "56892_44" 1
"15646" "BrookTrout" "56898_60" 1
"15647" "BrookTrout" "56903_45" 1
"15648" "BrookTrout" "56903_8" 1
"15649" "BrookTrout" "56905_59" 1
"15650" "BrookTrout" "56914_50" 1
"15651" "BrookTrout" "56917_29" 1
"15652" "BrookTrout" "5692_44" 1
"15653" "BrookTrout" "56931_36" 1
"15654" "BrookTrout" "56937_47" 1
"15655" "BrookTrout" "5694_38" 1
"15656" "BrookTrout" "5694_6" 1
"15657" "BrookTrout" "56950_65" 1
"15658" "BrookTrout" "5696_14" 1
"15659" "BrookTrout" "56970_10" 1
"15660" "BrookTrout" "56971_23" 1
"15661" "BrookTrout" "56971_32" 1
"15662" "BrookTrout" "56975_20" 1
"15663" "BrookTrout" "56982_54" 1
"15664" "BrookTrout" "56984_30" 1
"15665" "BrookTrout" "56984_39" 1
"15666" "BrookTrout" "56991_39" 1
"15667" "BrookTrout" "56996_30" 1
"15668" "BrookTrout" "570_43" 1
"15669" "BrookTrout" "570_65" 1
"15670" "BrookTrout" "57003_17" 1
"15671" "BrookTrout" "5701_37" 1
"15672" "BrookTrout" "57012_30" 1
"15673" "BrookTrout" "57012_33" 1
"15674" "BrookTrout" "57012_43" 1
"15675" "BrookTrout" "57012_57" 1
